evidence_id	trait_id_or_name	gene_id	gene_symbol	evidence_source	source_database	source_record_id	evidence_type	support_level	species	chrom	start	end	reference_build	coordinate_mapping_status	allowed_usage	evidence_split_candidate	notes
KGE_00000064	TO:0000524 - submergence tolerance	Os01g0140700	AP2/EREBP77, OsRAV8, RAV8, AP2/EREBP#077, OsRAV1, RAV1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0140700	known_trait_gene	high_confidence	Oryza sativa	1	2154326	2155994	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000065	TO:0000137 - days to heading;TO:0006001 - salt tolerance	Os01g0141000	AP2/EREBP129, AP2/EREBP#129, OsRAV2, RAV2, OsRAV9, RAV9, OsTEM1, TEM1, OsRAV9/OsTEM1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0141000	known_trait_gene	high_confidence	Oryza sativa	1	2202278	2203787	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=3; external knowledge is not a training label
KGE_00000066	unspecified_trait	Os01g0141700	OsUV-DDB2, UV-DDB2, OsWD40-2, OsDWD10, DWD10	RAP-DB JSON	RAP-DB_curated_genes	Os01g0141700	known_trait_gene	high_confidence	Oryza sativa	1	2250838	2255073	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000067	TO:0000604 - fat and essential oil content;TO:0000180 - spikelet fertility;TO:0000346 - tiller number;TO:0002661 - seed maturation;TO:0000290 - flavonoid content;TO:0000102 - phosphorus sensitivity	Os01g0142300	SQD2.2, SQD2, OsSQD2.2, OsSQD2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0142300	known_trait_gene	high_confidence	Oryza sativa	1	2275067	2278872	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000068	TO:0006001 - salt tolerance;TO:0000276 - drought tolerance	Os01g0142500	2R_MYB2, Os2R_MYB2, MYB2-2, OsMYB2-2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0142500	known_trait_gene	high_confidence	Oryza sativa	1	2281913	2284775	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000069	unspecified_trait	Os01g0142800	PTR7, OsNPF8.1, NPF8.1, OsPTR7, OsNPF8.10, NPF8.10	RAP-DB JSON	RAP-DB_curated_genes	Os01g0142800	known_trait_gene	high_confidence	Oryza sativa	1	2294904	2298329	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000070	TO:0000207 - plant height;TO:0000051 - stem strength;TO:0000145 - internode length	Os01g0147200	ASD1, IWS1, OsIWS1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0147200	known_trait_gene	high_confidence	Oryza sativa	1	2560897	2565321	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000071	TO:0000601 - UV-B light sensitivity	Os01g0147900	TPI, OsTPI1, TPI1, OsTPI1.1, tpi*, tips, TI, OsTPI1.2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0147900	known_trait_gene	high_confidence	Oryza sativa	1	2589835	2593568	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000072	TO:0000074 - blast disease	Os01g0149350	PIT2, NBSt1, Pit2, OsPit2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0149350	known_trait_gene	high_confidence	Oryza sativa	1	2669251	2674068	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=4; external knowledge is not a training label
KGE_00000073	TO:0000520 - stomatal closure rate;TO:0000468 - leaf blast disease resistance;TO:0000477 - panicle blast disease resistance	Os01g0149500	PIT, Pit, Pit(K59), Pit(Npb), Pi-t, PitNpb, PitK59, Pit1, OsPit1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0149500	known_trait_gene	high_confidence	Oryza sativa	1	2681220	2686364	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000074	unspecified_trait	Os01g0149600	H2B, H2B.4, OsH2B.4	RAP-DB JSON	RAP-DB_curated_genes	Os01g0149600	known_trait_gene	high_confidence	Oryza sativa	1	2686729	2687456	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000075	unspecified_trait	Os01g0149700	KINt1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0149700	known_trait_gene	high_confidence	Oryza sativa	1	2688460	2692024	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=2; external knowledge is not a training label
KGE_00000076	unspecified_trait	Os01g0150100	PGGTI-BETA, OsPGGT I-&beta;, OsPGGT I-beta, PGGT I-beta	RAP-DB JSON	RAP-DB_curated_genes	Os01g0150100	known_trait_gene	high_confidence	Oryza sativa	1	2713412	2717527	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000077	TO:0000326 - leaf color;TO:0000495 - chlorophyll content;TO:0002715 - chloroplast development trait	Os01g0151200	YLL1, OsALB3, ALB3, OsYLL1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0151200	known_trait_gene	high_confidence	Oryza sativa	1	2770145	2774208	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000078	unspecified_trait	Os01g0152000	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0152000	known_trait_gene	high_confidence	Oryza sativa	1	2810313	2815017	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000079	unspecified_trait	Os01g0152600	RLCK24, OsRLCK24	RAP-DB JSON	RAP-DB_curated_genes	Os01g0152600	known_trait_gene	high_confidence	Oryza sativa	1	2830325	2833879	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000080	TO:0000276 - drought tolerance;TO:0000074 - blast disease;TO:0006001 - salt tolerance;TO:0000161 - radiation response trait	Os01g0152800	RLCK25, OsRLCK25	RAP-DB JSON	RAP-DB_curated_genes	Os01g0152800	known_trait_gene	high_confidence	Oryza sativa	1	2839934	2843512	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000081	unspecified_trait	Os01g0153000	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0153000	known_trait_gene	high_confidence	Oryza sativa	1	2851954	2855225	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000082	TO:0000315 - bacterial disease resistance;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance	Os01g0155200	SDRLK11, SDRLK-11, OsSDRLK-11, OsSDRLK11	RAP-DB JSON	RAP-DB_curated_genes	Os01g0155200	known_trait_gene	high_confidence	Oryza sativa	1	2962312	2965020	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000083	TO:0002673 - amino acid content;TO:0000266 - chalky endosperm;TO:0002657 - oxidative stress;TO:0000162 - seed quality;TO:0000259 - heat tolerance;TO:0000412 - setback viscosity;TO:0000409 - peak viscosity;TO:0000462 - gelatinization temperature;TO:0000490 - protein composition related trait;TO:0000710 - globulin protein content;TO:0002658 - starch grain synthesis;TO:0002653 - endosperm storage protein content;TO:0000653 - seed development trait;TO:0000449 - grain yield per plant;TO:0000074 - blast disease;TO:0000097 - amylopectin content;TO:0002655 - starch grain size;TO:0002656 - starch grain shape;TO:0000605 - hydrogen peroxide content;TO:0000696 - starch content;TO:0000382 - 1000-seed weight;TO:0000196 - amylose content;TO:0000604 - fat and essential oil content;TO:0000487 - endosperm color	Os01g0155500	CRRLK1L4, FLR14, OsCrRLK1L4, CrRLK1L4, OsMRLK2, MRLK2, OsFLR14	RAP-DB JSON	RAP-DB_curated_genes	Os01g0155500	known_trait_gene	high_confidence	Oryza sativa	1	2982542	2986094	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000084	unspecified_trait	Os01g0155600	RSZP37A, OsRS2Z37, RS2Z37, Os-RS2Z37, Os-RSZ37a, OsRSZ37a, RRM1-2, OsRRM1-2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0155600	known_trait_gene	high_confidence	Oryza sativa	1	2986329	2989280	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000085	unspecified_trait	Os01g0156300	PBI1, OsPBI1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0156300	known_trait_gene	high_confidence	Oryza sativa	1	3013915	3014751	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000086	unspecified_trait	Os01g0157700	OsGT43D	RAP-DB JSON	RAP-DB_curated_genes	Os01g0157700	known_trait_gene	high_confidence	Oryza sativa	1	3039253	3041381	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000087	unspecified_trait	Os01g0158600	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0158600	known_trait_gene	high_confidence	Oryza sativa	1	3067950	3071237	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000088	TO:0000621 - inflorescence development trait	Os01g0159000	DOG1L-2, OsDOG1L-1, OsDOG1L-2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0159000	known_trait_gene	high_confidence	Oryza sativa	1	3091435	3092698	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000089	unspecified_trait	Os01g0159200	FLA8, OsFLA8	RAP-DB JSON	RAP-DB_curated_genes	Os01g0159200	known_trait_gene	high_confidence	Oryza sativa	1	3097415	3098527	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000090	TO:0000615 - abscisic acid sensitivity	Os01g0159600	LEA20, OsLEA1, OsLEA1a, OsLEA20	RAP-DB JSON	RAP-DB_curated_genes	Os01g0159600	known_trait_gene	high_confidence	Oryza sativa	1	3124369	3125331	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000091	TO:0000034 - chromium sensitivity;TO:0006001 - salt tolerance;TO:0000168 - abiotic stress trait;TO:0002667 - abscisic acid content	Os01g0159800	OsbHLH035, bHLH035, OsbHLH35, bHLH35, bHLH107	RAP-DB JSON	RAP-DB_curated_genes	Os01g0159800	known_trait_gene	high_confidence	Oryza sativa	1	3129106	3130722	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000092	unspecified_trait	Os01g0160200	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0160200	known_trait_gene	high_confidence	Oryza sativa	1	3143601	3146812	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000093	unspecified_trait	Os01g0160700	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0160700	known_trait_gene	high_confidence	Oryza sativa	1	3181963	3185331	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000094	TO:0000227 - root length;TO:0000019 - seedling height;TO:0000316 - photosynthetic ability;TO:0000495 - chlorophyll content;TO:0000249 - leaf senescence;TO:0000207 - plant height;TO:0000457 - total biomass yield;TO:0000576 - stem length;TO:0000172 - jasmonic acid sensitivity;TO:0006001 - salt tolerance;TO:0000095 - osmotic response sensitivity;TO:0000424 - brown planthopper resistance	Os01g0160800	RIP1, RIP1.1, OsRIP1, OsjRIP1.1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0160800	known_trait_gene	high_confidence	Oryza sativa	1	3189117	3190330	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000095	unspecified_trait	Os01g0160900	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0160900	known_trait_gene	high_confidence	Oryza sativa	1	3196986	3200010	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000096	unspecified_trait	Os01g0161300	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0161300	known_trait_gene	high_confidence	Oryza sativa	1	3222303	3225613	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000097	unspecified_trait	Os01g0162200	qBK1.2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0162200	known_trait_gene	high_confidence	Oryza sativa	1	3251204	3252724	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000098	unspecified_trait	Os01g0162800	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0162800	known_trait_gene	high_confidence	Oryza sativa	1	3272839	3276375	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000099	unspecified_trait	Os01g0163000	NA	RAP-DB JSON	RAP-DB_curated_genes	Os01g0163000	known_trait_gene	high_confidence	Oryza sativa	1	3282953	3286550	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000100	TO:0000729 - meiotic cell cycle trait;TO:0000358 - female sterility;TO:0000437 - male sterility	Os01g0164800	BRCA2, OsBRCA2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0164800	known_trait_gene	high_confidence	Oryza sativa	1	3343531	3355066	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000101	TO:0000058 - herbicide sensitivity;TO:0000276 - drought tolerance;TO:0000167 - cytokinin sensitivity;TO:0000095 - osmotic response sensitivity;TO:0000259 - heat tolerance;TO:0006001 - salt tolerance;TO:0000615 - abscisic acid sensitivity;TO:0000303 - cold tolerance	Os01g0165000	DREB2A, OsDREB2A, OsDREB2a, ERF40, OsERF#040, OsERF040, OsERF40, AP2/EREBP#167, AP2/EREBP167	RAP-DB JSON	RAP-DB_curated_genes	Os01g0165000	known_trait_gene	high_confidence	Oryza sativa	1	3356383	3358426	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=3; external knowledge is not a training label
KGE_00000102	TO:0000615 - abscisic acid sensitivity;TO:0000357 - growth and development trait;TO:0000074 - blast disease	Os01g0165200	KEAP1, OsKEAP1, OsNRP2, NRP2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0165200	known_trait_gene	high_confidence	Oryza sativa	1	3362062	3367658	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000103	TO:0000437 - male sterility;TO:0000455 - seed set percent;TO:0000358 - female sterility;TO:0000421 - pollen fertility	Os01g0167700	AGG1, HEIP1, OsHEIP1, OsAGG1, OsAGG1.1, OsAGG1.2	RAP-DB JSON	RAP-DB_curated_genes	Os01g0167700	known_trait_gene	high_confidence	Oryza sativa	1	3456869	3464965	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000104	TO:0000276 - drought tolerance	Os01g0169100	2R_MYB3, Os2R_MYB3, MYB2-3, OsMYB2-3	RAP-DB JSON	RAP-DB_curated_genes	Os01g0169100	known_trait_gene	high_confidence	Oryza sativa	1	3532476	3533918	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
KGE_00000105	TO:0000456 - spikelet number;TO:0002637 - leaf size;TO:0000492 - leaf shape;TO:0000656 - root development trait;TO:0000079 - lemma and palea anatomy and morphology trait;TO:0000031 - silicon sensitivity;TO:0000084 - root number;TO:0001006 - adventitious root number;TO:0000578 - root fresh weight;TO:0002672 - auxin content;TO:0000346 - tiller number;TO:0000207 - plant height;TO:0002759 - grain number;TO:0000257 - root branching;TO:0000576 - stem length;TO:0000163 - auxin sensitivity;TO:0000436 - spikelet sterility;TO:0000592 - 1000-dehulled grain weight;TO:0002681 - leaf curling;TO:0000259 - heat tolerance;TO:0000276 - drought tolerance;TO:0006032 - panicle size;TO:0000206 - leaf angle;TO:0000397 - grain size	Os01g0169800	FIB, fib, OsFIB, OsTAR2, TAR2, TSG1, OsTSG1, OsTAA1, TAA1	RAP-DB JSON	RAP-DB_curated_genes	Os01g0169800	known_trait_gene	high_confidence	Oryza sativa	1	3577473	3581859	IRGSP-1.0 / GCF_001433935.1	mapped_high_confidence	development_evidence_candidate	development	references=1; external knowledge is not a training label
