trait_gene_evidence_id	trait_id	trait_name	trait_name_normalized	gene_id	gene_symbol	evidence_id	evidence_source	support_level	trait_mapping_confidence	gene_mapping_confidence	allowed_usage	notes
TGE_00000071	NA	TO:0000601 - UV-B light sensitivity	uv b light sensitivity	Os01g0147900	TPI, OsTPI1, TPI1, OsTPI1.1, tpi*, tips, TI, OsTPI1.2	KGE_00000071	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000072	NA	TO:0000074 - blast disease	blast disease	Os01g0149350	PIT2, NBSt1, Pit2, OsPit2	KGE_00000072	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000073	NA	TO:0000520 - stomatal closure rate;TO:0000468 - leaf blast disease resistance;TO:0000477 - panicle blast disease resistance	stomatal closure rate leaf blast disease resistance panicle blast disease resistance	Os01g0149500	PIT, Pit, Pit(K59), Pit(Npb), Pi-t, PitNpb, PitK59, Pit1, OsPit1	KGE_00000073	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000074	NA	unspecified_trait	unspecified trait	Os01g0149600	H2B, H2B.4, OsH2B.4	KGE_00000074	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000075	NA	unspecified_trait	unspecified trait	Os01g0149700	KINt1	KGE_00000075	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000076	NA	unspecified_trait	unspecified trait	Os01g0150100	PGGTI-BETA, OsPGGT I-&beta;, OsPGGT I-beta, PGGT I-beta	KGE_00000076	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000077	NA	TO:0000326 - leaf color;TO:0000495 - chlorophyll content;TO:0002715 - chloroplast development trait	leaf color chlorophyll content chloroplast development trait	Os01g0151200	YLL1, OsALB3, ALB3, OsYLL1	KGE_00000077	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000078	NA	unspecified_trait	unspecified trait	Os01g0152000	NA	KGE_00000078	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000079	NA	unspecified_trait	unspecified trait	Os01g0152600	RLCK24, OsRLCK24	KGE_00000079	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000080	NA	TO:0000276 - drought tolerance;TO:0000074 - blast disease;TO:0006001 - salt tolerance;TO:0000161 - radiation response trait	drought tolerance blast disease salt tolerance radiation response trait	Os01g0152800	RLCK25, OsRLCK25	KGE_00000080	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000081	NA	unspecified_trait	unspecified trait	Os01g0153000	NA	KGE_00000081	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000082	NA	TO:0000315 - bacterial disease resistance;TO:0000303 - cold tolerance;TO:0000276 - drought tolerance	bacterial disease resistance cold tolerance drought tolerance	Os01g0155200	SDRLK11, SDRLK-11, OsSDRLK-11, OsSDRLK11	KGE_00000082	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000083	NA	TO:0002673 - amino acid content;TO:0000266 - chalky endosperm;TO:0002657 - oxidative stress;TO:0000162 - seed quality;TO:0000259 - heat tolerance;TO:0000412 - setback viscosity;TO:0000409 - peak viscosity;TO:0000462 - gelatinization temperature;TO:0000490 - protein composition related trait;TO:0000710 - globulin protein content;TO:0002658 - starch grain synthesis;TO:0002653 - endosperm storage protein content;TO:0000653 - seed development trait;TO:0000449 - grain yield per plant;TO:0000074 - blast disease;TO:0000097 - amylopectin content;TO:0002655 - starch grain size;TO:0002656 - starch grain shape;TO:0000605 - hydrogen peroxide content;TO:0000696 - starch content;TO:0000382 - 1000-seed weight;TO:0000196 - amylose content;TO:0000604 - fat and essential oil content;TO:0000487 - endosperm color	amino acid content chalky endosperm oxidative stress seed quality heat tolerance setback viscosity peak viscosity gelatinization temperature protein composition related trait globulin protein content starch grain synthesis endosperm storage protein content seed development trait grain yield per plant blast disease amylopectin content starch grain size starch grain shape hydrogen peroxide content starch content 1000 seed weight amylose content fat and essential oil content endosperm color	Os01g0155500	CRRLK1L4, FLR14, OsCrRLK1L4, CrRLK1L4, OsMRLK2, MRLK2, OsFLR14	KGE_00000083	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000084	NA	unspecified_trait	unspecified trait	Os01g0155600	RSZP37A, OsRS2Z37, RS2Z37, Os-RS2Z37, Os-RSZ37a, OsRSZ37a, RRM1-2, OsRRM1-2	KGE_00000084	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000085	NA	unspecified_trait	unspecified trait	Os01g0156300	PBI1, OsPBI1	KGE_00000085	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000086	NA	unspecified_trait	unspecified trait	Os01g0157700	OsGT43D	KGE_00000086	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000087	NA	unspecified_trait	unspecified trait	Os01g0158600	NA	KGE_00000087	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000088	NA	TO:0000621 - inflorescence development trait	inflorescence development trait	Os01g0159000	DOG1L-2, OsDOG1L-1, OsDOG1L-2	KGE_00000088	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000089	NA	unspecified_trait	unspecified trait	Os01g0159200	FLA8, OsFLA8	KGE_00000089	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000090	NA	TO:0000615 - abscisic acid sensitivity	abscisic acid sensitivity	Os01g0159600	LEA20, OsLEA1, OsLEA1a, OsLEA20	KGE_00000090	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000091	NA	TO:0000034 - chromium sensitivity;TO:0006001 - salt tolerance;TO:0000168 - abiotic stress trait;TO:0002667 - abscisic acid content	chromium sensitivity salt tolerance abiotic stress trait abscisic acid content	Os01g0159800	OsbHLH035, bHLH035, OsbHLH35, bHLH35, bHLH107	KGE_00000091	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000092	NA	unspecified_trait	unspecified trait	Os01g0160200	NA	KGE_00000092	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000093	NA	unspecified_trait	unspecified trait	Os01g0160700	NA	KGE_00000093	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000094	data_lt_2007__cult_code_repro;data_lt_2007__lsen	CULT_CODE_REPRO;LSEN	root length seedling height photosynthetic ability chlorophyll content leaf senescence plant height total biomass yield stem length jasmonic acid sensitivity salt tolerance osmotic response sensitivity brown planthopper resistance	Os01g0160800	RIP1, RIP1.1, OsRIP1, OsjRIP1.1	KGE_00000094	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000095	NA	unspecified_trait	unspecified trait	Os01g0160900	NA	KGE_00000095	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000096	NA	unspecified_trait	unspecified trait	Os01g0161300	NA	KGE_00000096	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000097	NA	unspecified_trait	unspecified trait	Os01g0162200	qBK1.2	KGE_00000097	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000098	NA	unspecified_trait	unspecified trait	Os01g0162800	NA	KGE_00000098	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000099	NA	unspecified_trait	unspecified trait	Os01g0163000	NA	KGE_00000099	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000100	data_lt_2007__spkf	SPKF	meiotic cell cycle trait female sterility male sterility	Os01g0164800	BRCA2, OsBRCA2	KGE_00000100	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000101	NA	TO:0000058 - herbicide sensitivity;TO:0000276 - drought tolerance;TO:0000167 - cytokinin sensitivity;TO:0000095 - osmotic response sensitivity;TO:0000259 - heat tolerance;TO:0006001 - salt tolerance;TO:0000615 - abscisic acid sensitivity;TO:0000303 - cold tolerance	herbicide sensitivity drought tolerance cytokinin sensitivity osmotic response sensitivity heat tolerance salt tolerance abscisic acid sensitivity cold tolerance	Os01g0165000	DREB2A, OsDREB2A, OsDREB2a, ERF40, OsERF#040, OsERF040, OsERF40, AP2/EREBP#167, AP2/EREBP167	KGE_00000101	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000102	NA	TO:0000615 - abscisic acid sensitivity;TO:0000357 - growth and development trait;TO:0000074 - blast disease	abscisic acid sensitivity growth and development trait blast disease	Os01g0165200	KEAP1, OsKEAP1, OsNRP2, NRP2	KGE_00000102	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000103	data_lt_2007__spkf	SPKF	male sterility seed set percent female sterility pollen fertility	Os01g0167700	AGG1, HEIP1, OsHEIP1, OsAGG1, OsAGG1.1, OsAGG1.2	KGE_00000103	RAP-DB JSON	high_confidence	keyword_match_to_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000104	NA	TO:0000276 - drought tolerance	drought tolerance	Os01g0169100	2R_MYB3, Os2R_MYB3, MYB2-3, OsMYB2-3	KGE_00000104	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000105	data_lt_2007__cult_code_repro;data_lt_2007__fla_repro;data_lt_2007__spkf	CULT_CODE_REPRO;FLA_REPRO;SPKF	spikelet number leaf size leaf shape root development trait lemma and palea anatomy and morphology trait silicon sensitivity root number adventitious root number root fresh weight auxin content tiller number plant height grain number root branching stem length auxin sensitivity spikelet sterility 1000 dehulled grain weight leaf curling heat tolerance drought tolerance panicle size leaf angle grain size	Os01g0169800	FIB, fib, OsFIB, OsTAR2, TAR2, TSG1, OsTSG1, OsTAA1, TAA1	KGE_00000105	RAP-DB JSON	high_confidence	ambiguous_keyword_match	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000106	NA	unspecified_trait	unspecified trait	Os01g0170300	NA	KGE_00000106	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
TGE_00000107	NA	unspecified_trait	unspecified trait	Os01g0171000	SERL5, OsSERL5, qRLW1, OsBAK1-4, BAK1-4, OsSERK1, SERK1	KGE_00000107	RAP-DB JSON	high_confidence	broader_evidence_pool_not_frozen_trait	mapped_gene_coordinate	development_evidence_candidate	trait-gene relation is for evaluation reference or explanation only; not a training label
